"","name","platform","year_of_release","genre","global_sales","critic_score","critic_count","user_score","user_count","rating"
"2564","DiRT 2","Xbox",2009,"Racing",800000,87,65,82,110,"13+"
"2565","Prince of Persia: Warrior Within","Xbox",2004,"Action",800000,83,55,75,35,"17+"
"2569","Guitar Hero: Metallica","Xbox",2009,"Misc",800000,84,62,81,79,"13+"
"2580","Dragon Ball Z: Budokai Tenkaichi 2","Playstation",2006,"Fighting",790000,73,31,86,61,"13+"
"2581","Guitar Hero: Aerosmith","Playstation",2008,"Misc",790000,71,11,63,15,"13+"
"2588","DmC: Devil May Cry","Playstation",2013,"Action",790000,85,40,53,1471,"17+"
"2591","Darksiders II","Xbox",2012,"Action",790000,83,63,80,456,"17+"
"2592","Need for Speed Rivals","Xbox",2013,"Racing",790000,76,12,54,107,"10+"
"2593","[Prototype 2]","Xbox",2012,"Action",790000,74,69,70,173,"17+"
"2599","The Godfather II","Xbox",2009,"Action",790000,65,72,69,60,"17+"
"2600","Dragon's Dogma","Xbox",2012,"Role-Playing",790000,75,59,78,320,"17+"
"2601","Pro Evolution Soccer 2016","Playstation",2015,"Sports",790000,87,54,71,680,"Everyone"
"2604","Rare Replay","Xbox",2015,"Misc",790000,84,75,77,325,"17+"
"2605","Band Hero","Xbox",2009,"Misc",790000,76,52,50,30,"10+"
"2606","NCAA Football 08","Playstation",2007,"Sports",790000,83,6,83,23,"Everyone"
"2607","FIFA Soccer 2004","Xbox",2003,"Sports",790000,82,20,82,23,"Everyone"
"2609","Star Ocean: The Last Hope","Xbox",2009,"Role-Playing",790000,72,56,72,150,"13+"
"2610","Sniper: Ghost Warrior","Playstation",2011,"Shooter",790000,53,17,60,34,"17+"
"2614","WWE 2K15","Playstation",2014,"Sports",780000,55,5,31,57,"13+"
"2615","Too Human","Xbox",2008,"Role-Playing",780000,65,80,70,458,"13+"
"2617","Tiger Woods PGA Tour 10","Playstation",2009,"Sports",780000,81,38,77,9,"Everyone"
"2620","Tom Clancy's Splinter Cell: Double Agent","Xbox",2006,"Action",780000,85,59,81,148,"17+"
"2622","Naruto Shippuden: Ultimate Ninja Storm 2","Xbox",2010,"Fighting",780000,74,31,85,39,"13+"
"2624","Fight Night Champion","Xbox",2011,"Fighting",780000,86,59,74,105,"17+"
"2626","Dead Island: Riptide","Xbox",2013,"Action",780000,57,43,63,192,"17+"
"2632","Sid Meier's Civilization Revolution","Playstation",2008,"Strategy",780000,85,39,77,87,"10+"
"2633","NBA 2K7","Playstation",2006,"Sports",780000,81,12,84,18,"Everyone"
"2638","Goldeneye 007: Reloaded","Playstation",2011,"Shooter",780000,72,38,63,52,"13+"
"2640","Rayman Origins","Xbox",2011,"Platform",780000,87,55,82,209,"10+"
"2642","Aliens: Colonial Marines","Xbox",2013,"Shooter",770000,48,47,38,449,"17+"
"2643","Lips","Xbox",2008,"Misc",770000,71,43,74,34,"13+"
"2649","Perfect Dark Zero","Xbox",2005,"Shooter",770000,81,75,73,229,"17+"
"2650","Marvel Nemesis: Rise of the Imperfects","Playstation",2005,"Fighting",770000,53,30,63,46,"13+"
"2655","Resident Evil: Operation Raccoon City","Xbox",2012,"Action",770000,52,56,49,330,"17+"
"2656","UFC Personal Trainer: The Ultimate Fitness System","Xbox",2011,"Sports",770000,70,36,65,15,"Everyone"
"2667","All-Star Baseball 2003","Playstation",2002,"Sports",770000,81,15,84,17,"Everyone"
"2668","Unlimited Saga","Playstation",2002,"Role-Playing",770000,45,26,30,29,"13+"
"2670","Dragon Ball: Raging Blast","Playstation",2009,"Fighting",770000,57,26,72,58,"13+"
"2673","Sonic Unleashed","Playstation",2008,"Platform",760000,66,5,67,49,"10+"
"2680","Driv3r","Xbox",2004,"Racing",760000,56,57,47,69,"17+"
"2696","Syphon Filter: The Omega Strain","Playstation",2004,"Shooter",760000,65,47,69,30,"17+"
"2699","Mortal Kombat: Deception","Xbox",2004,"Fighting",760000,81,53,88,24,"17+"
"2705","Duke Nukem Forever","Playstation",2011,"Shooter",760000,51,48,49,278,"17+"
"2714","Wall-E","Playstation",2008,"Platform",750000,67,8,84,9,"Everyone"
"2719","Titanfall 2","Playstation",2016,"Shooter",750000,89,56,84,704,"17+"
"2720","Genji: Days of the Blade","Playstation",2006,"Action",750000,55,46,58,30,"13+"
"2721","Metal Gear Solid V: The Phantom Pain","Xbox",2015,"Action",750000,95,10,73,900,"17+"
"2722","Rockstar Games presents Table Tennis","Xbox",2006,"Sports",750000,81,75,78,69,"Everyone"
"2725","DJ Hero 2","Playstation",2010,"Misc",750000,86,46,78,22,"13+"
"2728","SoulCalibur V","Playstation",2012,"Fighting",750000,81,53,67,150,"13+"
"2729","Shark Tale","Playstation",2004,"Action",750000,69,30,65,6,"Everyone"
"2735","Pro Evolution Soccer 2015","Playstation",2014,"Sports",750000,82,56,72,386,"Everyone"
"2736","Tony Hawk's Underground 2","Xbox",2004,"Sports",750000,83,55,78,12,"13+"
"2741","MVP 06 NCAA Baseball","Playstation",2006,"Sports",750000,76,27,90,18,"Everyone"
"2742","Turok","Xbox",2008,"Action",750000,69,63,71,120,"17+"
"2748","The Lord of the Rings: Conquest","Playstation",2009,"Action",740000,54,45,71,57,"13+"
"2749","Band Hero","Playstation",2009,"Misc",740000,76,45,57,9,"10+"
"2754","The Godfather II","Playstation",2009,"Action",740000,67,53,72,50,"17+"
"2757","Dark Souls II","Xbox",2014,"Role-Playing",740000,91,30,79,915,"13+"
"2761","[Prototype 2]","Playstation",2012,"Action",740000,79,39,68,179,"17+"
"2762","Midnight Club 3: DUB Edition","Xbox",2005,"Racing",740000,84,53,74,40,"10+"
"2763","Resident Evil: Revelations","Playstation",2013,"Action",740000,74,30,72,204,"17+"
"2768","Red Faction: Guerrilla","Playstation",2009,"Shooter",740000,85,56,81,136,"17+"
"2771","Ace Combat: Assault Horizon","Playstation",2011,"Action",740000,77,28,67,82,"13+"
"2773","Unreal Championship","Xbox",2002,"Shooter",740000,83,29,82,24,"17+"
"2777","Tales of Vesperia","Xbox",2008,"Role-Playing",740000,79,67,82,264,"13+"
"2778","MLB 13: The Show","Playstation",2013,"Sports",740000,87,36,78,114,"Everyone"
"2784","Marvel: Ultimate Alliance 2","Playstation",2009,"Role-Playing",730000,74,48,73,51,"13+"
"2786","Resonance of Fate","Playstation",2010,"Role-Playing",730000,72,42,80,136,"13+"
"2788","Pirates of the Caribbean: At World's End","Playstation",2007,"Action",730000,55,24,69,19,"13+"
"2793","Tiger Woods PGA Tour 08","Playstation",2007,"Sports",730000,79,30,66,7,"Everyone"
"2802","Final Fantasy XIII-2","Xbox",2011,"Role-Playing",730000,79,50,63,268,"13+"
"2805","Persona 4: Arena","Playstation",2012,"Fighting",730000,86,47,77,180,"13+"
"2807","Brink","Playstation",2011,"Shooter",730000,72,39,58,168,"13+"
"2808","NHL 11","Xbox",2010,"Sports",730000,88,49,77,71,"10+"
"2809","NCAA Football 07","Xbox",2006,"Sports",730000,79,43,69,20,"Everyone"
"2811","Full Spectrum Warrior","Xbox",2004,"Strategy",730000,84,67,87,27,"17+"
"2812","LEGO Marvel's Avengers","Playstation",2016,"Action",730000,71,70,70,87,"10+"
"2813","Katamari Damacy","Playstation",2004,"Puzzle",730000,86,55,90,86,"Everyone"
"2816","LEGO Dimensions","Playstation",2015,"Action",730000,80,53,71,65,"10+"
"2817","Naruto Shippuden: Ultimate Ninja Storm Generations","Playstation",2012,"Fighting",730000,74,23,71,83,"13+"
"2822","Ultimate Spider-Man","Playstation",2005,"Action",720000,74,52,79,54,"13+"
"2831","NBA Live 08","Playstation",2007,"Sports",720000,68,10,66,9,"Everyone"
"2832","Star Ocean: The Last Hope International","Playstation",2010,"Role-Playing",720000,74,45,67,155,"13+"
"2833","Dead to Rights","Xbox",2002,"Shooter",720000,73,39,89,16,"17+"
"2835","Tiger Woods PGA Tour 07","Playstation",2006,"Sports",720000,79,33,60,8,"Everyone"
"2838","Major League Baseball 2K7","Xbox",2007,"Sports",720000,79,31,71,34,"Everyone"
"2841","MLB 14: The Show","Playstation",2014,"Sports",720000,83,17,77,205,"Everyone"
"2847","MLB 09: The Show","Playstation",2009,"Sports",720000,90,27,81,61,"Everyone"
"2848","Borderlands: The Pre-Sequel","Xbox",2014,"Shooter",720000,74,16,64,161,"17+"
"2853","F1 2011","Xbox",2011,"Racing",720000,84,61,71,54,"Everyone"
"2854","Mobile Suit Gundam: Encounters in Space","Playstation",2003,"Simulation",720000,66,10,85,37,"13+"
"2855","MLB 10: The Show","Playstation",2010,"Sports",720000,91,33,83,107,"Everyone"
"2856","MX vs. ATV Reflex","Xbox",2009,"Racing",720000,75,47,66,30,"Everyone"
"2857","Blur","Playstation",2010,"Racing",720000,81,58,82,86,"10+"
"2861","DiRT 3","Xbox",2011,"Racing",720000,87,81,71,166,"13+"
"2862","The Lord of the Rings: The Two Towers","Xbox",2002,"Action",710000,79,17,81,18,"13+"
"2863","Madden NFL 2003","Xbox",2002,"Sports",710000,92,16,83,16,"Everyone"
"2864","Skate","Xbox",2007,"Sports",710000,86,59,84,137,"13+"
"2868","Virtua Fighter 4: Evolution","Playstation",2003,"Fighting",710000,93,30,90,48,"13+"
"2876","Silent Hill 3","Playstation",2003,"Action",710000,85,41,88,315,"17+"
"2880","Power Rangers: Dino Thunder","Playstation",2004,"Action",710000,49,6,62,5,"Everyone"
"2888","NBA Live 09","Xbox",2008,"Sports",710000,77,32,74,14,"Everyone"
"2890","Dragon Ball: Xenoverse 2","Playstation",2016,"Action",710000,73,54,78,117,"13+"
"2891","Dynasty Warriors 6","Playstation",2007,"Action",710000,59,31,73,49,"13+"
"2894","NCAA Football 09","Xbox",2008,"Sports",710000,83,24,77,26,"Everyone"
"2895","Doom 3: Resurrection of Evil","Xbox",2005,"Shooter",710000,77,41,79,16,"17+"
"2896","SSX","Xbox",2012,"Sports",700000,82,65,64,186,"Everyone"
"2898","Two Worlds","Xbox",2007,"Role-Playing",700000,50,44,55,182,"17+"
"2902","NCAA Football 08","Xbox",2007,"Sports",700000,81,30,78,44,"Everyone"
"2907","Kill.Switch","Playstation",2003,"Shooter",700000,73,33,83,19,"13+"
"2908","Catherine","Playstation",2011,"Adventure",700000,79,61,81,372,"17+"
"2913","Jade Empire","Xbox",2005,"Role-Playing",700000,89,84,86,113,"17+"
"2914","Infinite Undiscovery","Xbox",2008,"Role-Playing",700000,68,60,70,158,"13+"
"2918","Lego Star Wars: The Force Awakens","Playstation",2016,"Action",700000,78,61,75,91,"10+"
"2919","NHL 12","Xbox",2011,"Sports",700000,86,56,70,72,"10+"
"2924","Mafia","Playstation",2004,"Action",700000,65,30,76,62,"17+"
"2928","MLB 08: The Show","Playstation",2008,"Sports",700000,85,33,87,76,"Everyone"
"2929","TimeSplitters 2","Playstation",2002,"Shooter",700000,90,33,88,127,"13+"
"2930","Omerta: City of Gangsters","Xbox",2011,"Simulation",700000,43,18,33,25,"13+"
"2931","Driver: San Francisco","Xbox",2011,"Racing",700000,80,63,76,130,"13+"
"2935","James Bond 007: Blood Stone","Playstation",2010,"Shooter",700000,65,49,74,45,"13+"
"2942","Halo 2 Multiplayer Map Pack","Xbox",2005,"Shooter",690000,89,37,74,34,"17+"
"2943","Mortal Kombat: Shaolin Monks","Playstation",2005,"Action",690000,77,41,86,74,"17+"
"2948","MotionSports","Xbox",2010,"Sports",690000,40,30,44,9,"13+"
"2956","Plants vs. Zombies: Garden Warfare","Xbox",2014,"Shooter",690000,76,65,74,438,"10+"
"2957","Need for Speed Rivals","Xbox",2013,"Racing",690000,75,18,58,175,"10+"
"2960","Prince of Persia: The Forgotten Sands","Playstation",2010,"Action",690000,75,49,76,120,"13+"
"2965","Top Spin 4","Playstation",2011,"Sports",690000,82,37,77,55,"Everyone"
"2967","Baldur's Gate: Dark Alliance II","Playstation",2004,"Role-Playing",680000,78,44,87,54,"13+"
"2969","IL-2 Sturmovik: Birds of Prey","Playstation",2009,"Simulation",680000,81,28,73,20,"13+"
"2973","NBA Street Vol. 2","Xbox",2003,"Sports",680000,89,22,88,24,"Everyone"
"2975","MX vs. ATV Untamed","Xbox",2007,"Racing",680000,70,43,71,17,"Everyone"
"2976","The Last Remnant","Xbox",2008,"Role-Playing",680000,66,49,69,122,"17+"
"2977","NCAA Football 2005","Xbox",2004,"Sports",680000,89,29,80,12,"Everyone"
"2979","The Sly Collection","Playstation",2010,"Platform",680000,85,46,88,172,"10+"
"2981","Sniper Elite 3","Playstation",2014,"Shooter",680000,67,41,71,178,"17+"
"2982","Prince of Persia: The Two Thrones","Playstation",2005,"Action",680000,85,46,85,111,"17+"
"2987","Iron Man","Playstation",2008,"Action",680000,42,27,62,45,"13+"
"2988","FIFA Soccer 06","Xbox",2005,"Sports",680000,80,39,75,22,"Everyone"
"2989","Fight Night 2004","Xbox",2004,"Fighting",680000,85,47,87,20,"13+"
"2991",".hack//Mutation Part 2","Playstation",2002,"Role-Playing",680000,76,24,89,81,"13+"
"2992","Wolfenstein: The New Order","Xbox",2014,"Shooter",680000,79,18,78,397,"17+"
"2997","Return to Castle Wolfenstein: Tides of War","Xbox",2003,"Shooter",670000,84,38,88,33,"17+"
"2999","Spider-Man 3","Playstation",2007,"Platform",670000,60,33,70,40,"13+"
"3007","The Evil Within","Xbox",2014,"Action",670000,79,24,73,430,"17+"
"3008","Armored Core 3","Playstation",2002,"Simulation",670000,74,23,90,33,"13+"
"3009","Star Wars: Republic Commando","Xbox",2005,"Shooter",670000,78,54,89,89,"13+"
"3012","The LEGO Movie Videogame","Playstation",2014,"Action",670000,71,31,71,98,"10+"
"3013","Turok","Playstation",2008,"Action",670000,67,38,60,39,"17+"
"3015","Terraria","Xbox",2013,"Action",670000,81,39,72,139,"13+"
"3021","Unreal Tournament III","Playstation",2007,"Shooter",670000,86,42,77,127,"17+"
"3030","NFL Street","Xbox",2004,"Sports",660000,81,38,88,9,"Everyone"
"3033","Blazing Angels: Squadrons of WWII","Playstation",2006,"Simulation",660000,67,26,69,9,"13+"
"3036","F1 2015","Playstation",2015,"Racing",660000,65,46,63,43,"Everyone"
"3037","Tony Hawk's Proving Ground","Playstation",2007,"Sports",660000,65,6,66,17,"13+"
"3038","The Darkness","Playstation",2007,"Shooter",660000,80,35,77,107,"17+"
"3040","MLB 2004","Playstation",2003,"Sports",660000,61,21,79,9,"Everyone"
"3045","NCAA March Madness 2003","Playstation",2002,"Sports",660000,74,13,80,27,"Everyone"
"3048","Thrillville","Playstation",2006,"Strategy",660000,69,32,29,52,"10+"
"3052","Castlevania: Lords of Shadow","Xbox",2010,"Action",660000,83,70,78,237,"17+"
"3054","NHL 10","Xbox",2009,"Sports",660000,88,52,84,71,"10+"
"3060","Street Fighter Anniversary Collection","Playstation",2004,"Fighting",660000,78,30,87,20,"13+"
"3062","NHL 13","Xbox",2012,"Sports",660000,83,44,66,86,"10+"
"3071","Lollipop Chainsaw","Playstation",2012,"Action",660000,67,37,71,199,"17+"
"3072","Tom Clancy's EndWar","Playstation",2008,"Strategy",660000,76,33,66,42,"13+"
"3074","Suikoden IV","Playstation",2004,"Role-Playing",660000,63,44,73,47,"13+"
"3076","Fist of the North Star: Ken's Rage","Playstation",2010,"Action",660000,60,30,69,29,"17+"
"3079","One Piece: Pirate Warriors 2","Playstation",2013,"Action",660000,71,35,78,61,"13+"
"3081","Brothers In Arms: Road to Hill 30","Xbox",2005,"Shooter",660000,88,64,80,69,"17+"
"3085","LEGO Jurassic World","Xbox",2015,"Action",650000,70,17,67,44,"10+"
"3086","Kung Fu Panda","Playstation",2008,"Action",650000,73,6,86,5,"10+"
"3091","Shaun White Snowboarding","Playstation",2008,"Sports",650000,63,30,63,26,"13+"
"3092","Radiata Stories","Playstation",2005,"Role-Playing",650000,74,36,90,54,"13+"
"3096","Disney's Chicken Little","Playstation",2005,"Platform",650000,60,20,89,7,"10+"
"3097","Scene It? Box Office Smash","Xbox",2008,"Misc",650000,76,32,74,25,"13+"
"3099","Monster Jam: Maximum Destruction","Playstation",2002,"Racing",650000,47,11,60,6,"13+"
"3101","Tiger Woods PGA Tour 09","Playstation",2008,"Sports",650000,82,34,72,9,"Everyone"
"3105","Tiger Woods PGA Tour 09","Xbox",2008,"Sports",650000,84,41,78,29,"Everyone"
"3110","Drakengard","Playstation",2003,"Role-Playing",650000,63,55,91,88,"17+"
"3113","Champions: Return to Arms","Playstation",2005,"Role-Playing",650000,77,48,88,43,"13+"
"3114","Harry Potter and the Goblet of Fire","Playstation",2005,"Action",650000,68,29,67,48,"10+"
"3120","Tiger Woods PGA Tour 10","Xbox",2009,"Sports",650000,80,51,69,20,"Everyone"
"3133","Spyro: A Hero's Tail","Playstation",2004,"Platform",640000,60,16,80,44,"Everyone"
"3134","Crash: Twinsanity","Playstation",2004,"Platform",640000,64,38,80,129,"Everyone"
"3136","Max Payne 2: The Fall of Max Payne","Xbox",2003,"Shooter",640000,84,34,84,49,"17+"
"3139","GoldenEye: Rogue Agent","Playstation",2004,"Shooter",640000,60,38,70,32,"13+"
"3140","WWE 2K15","Xbox",2014,"Sports",640000,50,5,40,65,"13+"
"3143","James Bond 007: Everything or Nothing","Xbox",2004,"Shooter",640000,83,51,74,27,"13+"
"3144","X2: Wolverine's Revenge","Playstation",2003,"Platform",640000,58,24,72,13,"13+"
"3145","NBA Live 06","Xbox",2005,"Sports",640000,79,30,64,15,"Everyone"
"3153","TimeSplitters 2","Xbox",2002,"Shooter",640000,88,20,77,34,"13+"
"3154","Onimusha: Dawn of Dreams","Playstation",2006,"Action",640000,81,45,89,62,"17+"
"3155","Sengoku Basara: Samurai Heroes","Playstation",2010,"Action",640000,61,37,79,29,"13+"
"3156","Stuntman: Ignition","Xbox",2007,"Racing",640000,75,38,73,31,"13+"
"3158","Dishonored 2","Playstation",2016,"Action",640000,88,56,77,569,"17+"
"3162","The Crew","Xbox",2014,"Racing",640000,64,18,59,176,"13+"
"3163","Dragon Ball: Raging Blast 2","Xbox",2010,"Fighting",640000,57,33,74,30,"13+"
"3167","NHL 13","Playstation",2012,"Sports",640000,84,22,68,60,"10+"
"3168","Dead or Alive 5","Playstation",2012,"Fighting",640000,74,34,77,109,"17+"
"3169","Evolve","Xbox",2015,"Shooter",640000,74,31,51,336,"17+"
"3170","Lemony Snicket's A Series of Unfortunate Events","Playstation",2004,"Platform",640000,63,25,57,12,"Everyone"
"3171","Lost Planet: Extreme Condition","Playstation",2008,"Shooter",640000,67,34,70,36,"13+"
"3172","X-Men Legends II: Rise of Apocalypse","Playstation",2005,"Role-Playing",630000,82,44,73,41,"13+"
"3176","LEGO Star Wars II: The Original Trilogy","Xbox",2006,"Action",630000,81,50,80,45,"10+"
"3182","NBA Live 08","Playstation",2007,"Sports",630000,73,28,68,10,"Everyone"
"3184","FIFA Soccer 2003","Xbox",2002,"Sports",630000,88,11,77,11,"Everyone"
"3186","The Lord of the Rings: Conquest","Xbox",2009,"Action",630000,55,58,70,110,"13+"
"3189","NASCAR 06: Total Team Control","Playstation",2005,"Racing",630000,78,18,77,18,"Everyone"
"3194","White Knight Chronicles II","Playstation",2010,"Role-Playing",630000,60,45,71,64,"13+"
"3196","Juiced 2: Hot Import Nights","Xbox",2007,"Racing",630000,68,24,76,21,"13+"
"3197","Wolfenstein","Playstation",2009,"Shooter",630000,71,58,74,77,"17+"
"3198","The Walking Dead: Survival Instinct","Xbox",2013,"Shooter",630000,32,30,40,410,"17+"
"3200","Ape Escape 2","Playstation",2002,"Platform",630000,82,31,84,32,"Everyone"
"3203","Sega Rally Revo","Playstation",2007,"Racing",630000,75,40,70,20,"Everyone"
"3204","Shin Megami Tensei: Persona 3 FES","Playstation",2007,"Role-Playing",630000,89,25,83,296,"17+"
"3208","Condemned 2: Bloodshot","Xbox",2008,"Action",630000,80,76,84,178,"17+"
"3209","Okami","Playstation",2006,"Action",630000,93,69,93,327,"13+"
"3215","NHL 16","Playstation",2015,"Sports",630000,78,28,55,157,"10+"
"3219","Tony Hawk's Project 8","Playstation",2006,"Sports",630000,76,43,72,14,"13+"
"3220","Ghostbusters: The Video Game","Xbox",2009,"Action",630000,79,53,85,125,"13+"
"3221","XCOM: Enemy Unknown","Xbox",2012,"Strategy",620000,90,35,83,366,"17+"
"3225","Tony Hawk's American Wasteland","Xbox",2005,"Sports",620000,77,40,77,15,"13+"
"3227","Wild ARMs 3","Playstation",2002,"Role-Playing",620000,78,30,84,38,"13+"
"3233","Tiger Woods PGA Tour 2004","Xbox",2003,"Sports",620000,89,18,82,14,"Everyone"
"3235","Tak 2: The Staff of Dreams","Playstation",2004,"Platform",620000,71,31,80,10,"Everyone"
"3236","Just Dance 3","Playstation",2011,"Misc",620000,75,5,60,7,"10+"
"3244","Guitar Hero: Metallica","Playstation",2009,"Misc",620000,86,44,80,48,"13+"
"3246","Strike Force Bowling","Playstation",2004,"Sports",620000,48,14,68,4,"Everyone"
"3250","XGRA: Extreme G-Racing Association","Playstation",2004,"Racing",620000,68,23,86,8,"13+"
"3251","Mafia III","Xbox",2016,"Action",620000,67,20,46,274,"17+"
"3257","Prince of Persia: The Forgotten Sands","Xbox",2010,"Action",620000,74,69,78,112,"13+"
"3258","Warriors Orochi 3","Playstation",2011,"Action",620000,70,17,79,35,"13+"
"3265","Tiger Woods PGA Tour 12: The Masters","Xbox",2011,"Sports",620000,80,50,61,25,"Everyone"
"3267","Wall-E","Xbox",2008,"Platform",620000,50,32,63,6,"Everyone"
"3271","NieR","Playstation",2010,"Role-Playing",610000,68,58,84,263,"17+"
"3272","2014 FIFA World Cup Brazil","Playstation",2014,"Sports",610000,73,33,43,87,"Everyone"
"3274","NBA 2K9","Playstation",2008,"Sports",610000,82,30,70,37,"Everyone"
"3277","NFL Fever 2003","Xbox",2002,"Sports",610000,72,25,86,12,"Everyone"
"3278","Samurai Warriors 2","Playstation",2006,"Action",610000,58,26,88,13,"13+"
"3279","Wet","Playstation",2009,"Shooter",610000,70,61,64,55,"17+"
"3285","Plants vs. Zombies: Garden Warfare","Playstation",2014,"Shooter",610000,75,23,76,259,"10+"
