"","name","platform","year_of_release","genre","global_sales","critic_score","critic_count","user_score","user_count","rating"
"8543","Warriors Orochi 3","Xbox",2011,"Action",160000,71,9,81,19,"13+"
"8544","Wakeboarding Unleashed Featuring Shaun Murray","Playstation",2003,"Sports",160000,83,23,90,12,"Everyone"
"8546","Beowulf: The Game","Playstation",2007,"Action",160000,51,18,52,17,"17+"
"8550","The BIGS","Playstation",2007,"Sports",160000,77,19,72,12,"Everyone"
"8551","Fracture","Playstation",2008,"Shooter",160000,62,40,58,18,"13+"
"8555","Hyperdimension Neptunia Victory","Playstation",2012,"Role-Playing",160000,55,19,78,94,"13+"
"8566","The King of Fighters XII","Playstation",2009,"Fighting",160000,57,48,53,46,"13+"
"8575","Culdcept SAGA","Xbox",2006,"Role-Playing",160000,75,33,87,49,"13+"
"8593","Create","Playstation",2010,"Action",160000,61,23,52,5,"Everyone"
"8598","TimeShift","Playstation",2007,"Shooter",160000,70,16,63,27,"17+"
"8609","Angry Birds Star Wars","Xbox",2013,"Strategy",160000,53,4,69,63,"Everyone"
"8611","Blitz: The League","Xbox",2006,"Sports",160000,69,23,65,14,"17+"
"8618","FlatOut 2","Playstation",2006,"Racing",160000,73,44,75,27,"13+"
"8623","Heroes over Europe","Playstation",2009,"Simulation",160000,62,34,70,16,"13+"
"8628","BioShock The Collection","Xbox",2016,"Shooter",160000,84,16,83,79,"17+"
"8638","Putty Squad","Playstation",2013,"Platform",160000,38,8,29,52,"10+"
"8647","Ar Nosurge: Ode to an Unborn Star","Playstation",2014,"Role-Playing",160000,67,23,78,49,"13+"
"8653","Shaun White Skateboarding","Xbox",2010,"Sports",160000,61,34,53,7,"13+"
"8656","Trigger Man","Playstation",2004,"Shooter",160000,32,4,48,16,"13+"
"8665","Amped 3","Xbox",2005,"Sports",160000,72,49,71,36,"13+"
"8673","NHL 2005","Xbox",2004,"Sports",160000,77,27,62,11,"Everyone"
"8674","Arcana Heart","Playstation",2007,"Fighting",160000,77,12,81,8,"13+"
"8676","Battlestar Galactica","Playstation",2003,"Shooter",160000,66,22,68,6,"13+"
"8688","Dynasty Warriors 8: Xtreme Legends","Playstation",2013,"Action",160000,68,4,68,9,"13+"
"8694","Sherlock Holmes vs. Jack the Ripper","Xbox",2009,"Adventure",160000,62,24,68,14,"13+"
"8701","Fist of the North Star: Ken's Rage","Xbox",2010,"Action",160000,59,38,73,23,"17+"
"8702","Chaotic: Shadow Warriors","Xbox",2009,"Action",160000,60,4,50,4,"10+"
"8711","Warhammer 40,000: Fire Warrior","Playstation",2003,"Shooter",150000,64,23,83,63,"17+"
"8712","All-Pro Football 2K8","Playstation",2007,"Sports",150000,73,23,73,21,"10+"
"8715","Mugen Souls","Playstation",2012,"Role-Playing",150000,55,24,73,35,"13+"
"8723","Atelier Iris: Eternal Mana","Playstation",2004,"Role-Playing",150000,74,38,77,38,"13+"
"8729","Fantasia: Music Evolved","Xbox",2014,"Misc",150000,77,48,75,67,"10+"
"8735","Digimon World 4","Playstation",2005,"Role-Playing",150000,48,7,69,37,"Everyone"
"8736","Stormrise","Xbox",2009,"Strategy",150000,48,36,68,17,"17+"
"8750","American Chopper","Xbox",2004,"Racing",150000,44,6,59,9,"13+"
"8752","Dynasty Warriors 8","Xbox",2013,"Action",150000,65,21,75,35,"13+"
"8754","Kingdom Under Fire: Heroes","Xbox",2005,"Strategy",150000,78,55,75,23,"17+"
"8756","The Terminator: Dawn of Fate","Xbox",2002,"Action",150000,53,19,52,5,"13+"
"8759","Birds of Steel","Xbox",2012,"Simulation",150000,77,18,89,18,"13+"
"8760","Cars: Race-O-Rama","Xbox",2009,"Racing",150000,54,8,58,5,"Everyone"
"8764","NBA Street Homecourt","Playstation",2007,"Sports",150000,81,31,65,16,"Everyone"
"8766","Enthusia Professional Racing","Playstation",2005,"Racing",150000,70,43,76,17,"Everyone"
"8770","Get On Da Mic","Playstation",2004,"Misc",150000,49,29,63,7,"13+"
"8781","Project Sylpheed: Arc of Deception","Xbox",2006,"Shooter",150000,64,45,86,24,"13+"
"8784","NHL 2K10","Playstation",2009,"Sports",150000,66,23,71,8,"10+"
"8788","MLB Power Pros 2008","Playstation",2008,"Sports",150000,67,9,85,8,"Everyone"
"8792","Tears to Tiara II: Heir of the Overlord","Playstation",2013,"Role-Playing",150000,65,18,87,41,"13+"
"8795","de Blob 2","Xbox",2011,"Platform",150000,77,54,75,23,"10+"
"8800","NBA 09: The Inside","Playstation",2008,"Sports",150000,63,17,51,7,"Everyone"
"8805","Marvel Super Hero Squad: The Infinity Gauntlet","Xbox",2010,"Action",150000,55,10,63,6,"10+"
"8813","World Series Baseball 2K3","Xbox",2003,"Sports",150000,89,22,86,14,"Everyone"
"8815","Serious Sam","Xbox",2002,"Shooter",150000,75,22,82,16,"17+"
"8821","Street Fighter Anniversary Collection","Xbox",2004,"Fighting",150000,79,33,64,9,"13+"
"8824","Shadow Ops: Red Mercury","Xbox",2004,"Shooter",150000,61,45,61,14,"13+"
"8825","Indigo Prophecy","Playstation",2005,"Adventure",150000,83,47,78,104,"17+"
"8826","FIFA 06: Road to FIFA World Cup","Xbox",2005,"Sports",150000,62,39,60,34,"Everyone"
"8833","Musashi: Samurai Legend","Playstation",2005,"Role-Playing",150000,64,47,89,9,"13+"
"8849","Fantastic Four: Rise of the Silver Surfer","Playstation",2007,"Action",150000,47,26,62,10,"13+"
"8858","Rocky","Xbox",2002,"Fighting",150000,74,22,73,6,"13+"
"8862","Megamind: Ultimate Showdown","Playstation",2010,"Action",150000,43,5,42,6,"10+"
"8867","BloodRayne 2","Xbox",2004,"Shooter",150000,71,35,85,4,"17+"
"8868","Jaws Unleashed","Xbox",2006,"Action",150000,51,29,62,9,"17+"
"8881","187: Ride or Die","Playstation",2005,"Racing",150000,52,33,68,12,"17+"
"8885","Battleborn","Xbox",2016,"Shooter",150000,71,20,72,171,"13+"
"8888","The King of Fighters XIV","Playstation",2016,"Fighting",150000,79,54,87,208,"13+"
"8900","High Velocity Bowling","Playstation",2010,"Sports",150000,66,14,81,23,"10+"
"8901","LEGO Harry Potter Collection","Playstation",2016,"Action",150000,73,16,81,7,"10+"
"8907","Armored Core: For Answer","Xbox",2008,"Simulation",150000,64,22,77,38,"13+"
"8911","Fugitive Hunter: War on Terror","Playstation",2003,"Shooter",150000,35,15,50,23,"17+"
"8915","Blazing Angels 2: Secret Missions of WWII","Playstation",2007,"Simulation",150000,70,10,72,12,"13+"
"8921","The Legend of Heroes: Trails of Cold Steel II","Playstation",2014,"Role-Playing",150000,90,4,78,71,"13+"
"8932","Crash: Twinsanity","Xbox",2004,"Platform",150000,66,30,87,29,"Everyone"
"8940","Arena Football","Xbox",2006,"Sports",150000,65,17,85,10,"10+"
"8949","Super Monkey Ball Deluxe","Xbox",2005,"Misc",150000,81,25,82,9,"Everyone"
"8953","The Cursed Crusade","Xbox",2011,"Action",150000,39,27,44,29,"17+"
"8957","Earth Defense Force 2025","Xbox",2013,"Shooter",150000,68,25,81,63,"17+"
"8958","NHL 2K10","Xbox",2009,"Sports",150000,69,31,79,15,"10+"
"8974","BMX XXX","Playstation",2002,"Sports",150000,54,14,46,17,"17+"
"8979","Guilty Gear X2 #Reload","Xbox",2004,"Fighting",150000,86,34,76,12,"13+"
"8981","ReCore","Xbox",2016,"Action",150000,63,75,66,445,"13+"
"8982","Soldier of Fortune: Payback","Playstation",2007,"Shooter",150000,50,14,54,13,"17+"
"8989","Grabbed by the Ghoulies","Xbox",2003,"Action",140000,66,42,73,28,"Everyone"
"8990","Cars: Mater-National Championship","Xbox",2007,"Racing",140000,58,9,78,6,"Everyone"
"8991","Shadow Hearts: From The New World","Playstation",2005,"Role-Playing",140000,76,42,82,33,"13+"
"8998","L.A. Rush","Xbox",2005,"Racing",140000,59,36,30,4,"13+"
"9000","Record of Agarest War 2","Playstation",2010,"Role-Playing",140000,56,6,72,36,"13+"
"9014","BlazBlue: Chrono Phantasma Extend","Playstation",2015,"Action",140000,80,10,77,31,"13+"
"9016","Wild ARMs 4","Playstation",2005,"Role-Playing",140000,69,38,73,17,"13+"
"9018","G.I. Joe: The Rise of Cobra","Playstation",2009,"Action",140000,50,4,23,6,"13+"
"9027","Syndicate","Playstation",2012,"Shooter",140000,75,29,65,106,"17+"
"9035","Second Sight","Playstation",2004,"Adventure",140000,76,48,80,23,"13+"
"9041","Phantom Brave","Playstation",2004,"Role-Playing",140000,81,40,79,22,"13+"
"9042","Thor: God of Thunder","Xbox",2011,"Action",140000,38,40,57,22,"13+"
"9061","MTV Music Generator 3: This Is the Remix","Playstation",2004,"Misc",140000,79,28,86,8,"13+"
"9066","Terminator 3: Rise of the Machines","Xbox",2003,"Action",140000,35,24,20,10,"13+"
"9067","SSX On Tour","Xbox",2005,"Sports",140000,81,35,81,10,"Everyone"
"9068","NCAA College Basketball 2K3","Xbox",2002,"Sports",140000,84,12,84,5,"Everyone"
"9070","Farming Simulator 2013","Playstation",2013,"Simulation",140000,40,17,29,9,"Everyone"
"9081","NFL Head Coach 09","Playstation",2008,"Sports",140000,64,12,71,12,"Everyone"
"9082","Hitman: Blood Money","Xbox",2006,"Action",140000,81,27,91,32,"17+"
"9092","NFL Blitz 20-03","Xbox",2002,"Sports",140000,72,12,78,4,"Everyone"
"9094","Pirates: The Legend of Black Kat","Playstation",2002,"Adventure",140000,72,24,79,8,"13+"
"9096","Thor: God of Thunder","Playstation",2011,"Action",140000,39,35,44,19,"13+"
"9101","Skylanders Imaginators","Playstation",2016,"Platform",140000,80,47,55,17,"10+"
"9103","The Da Vinci Code","Playstation",2006,"Action",140000,54,43,80,24,"13+"
"9119","XCOM 2","Playstation",2016,"Strategy",140000,88,28,80,116,"13+"
"9122","Pro Evolution Soccer 2015","Xbox",2014,"Sports",140000,79,9,73,65,"Everyone"
"9125","Risen 2: Dark Waters","Xbox",2012,"Role-Playing",140000,60,18,60,58,"17+"
"9126","World Tour Soccer 2003","Playstation",2002,"Sports",140000,78,21,83,7,"Everyone"
"9135","Spyro: A Hero's Tail","Xbox",2004,"Platform",140000,64,17,91,10,"Everyone"
"9139","Eternal Poison","Playstation",2008,"Role-Playing",140000,65,11,82,9,"13+"
"9141","Gungrave: Overdose","Playstation",2004,"Shooter",140000,68,50,87,12,"17+"
"9149","Power Gig: Rise of the SixString","Playstation",2010,"Misc",140000,36,10,5,4,"13+"
"9162","The Operative: No One Lives Forever","Playstation",2002,"Shooter",140000,67,23,80,16,"13+"
"9170","Cabela's African Safari","Xbox",2006,"Sports",140000,53,4,50,8,"13+"
"9172","Ecco the Dolphin: Defender of the Future","Playstation",2002,"Adventure",140000,71,17,85,11,"Everyone"
"9177","Just Cause","Xbox",2006,"Action",140000,73,57,72,52,"17+"
"9179","X-Blades","Xbox",2009,"Action",140000,50,39,54,14,"17+"
"9181","Homefront: The Revolution","Xbox",2016,"Shooter",140000,49,12,41,106,"17+"
"9183","Godzilla: Save the Earth","Xbox",2004,"Fighting",140000,63,22,82,6,"13+"
"9185","TRINITY: Souls of Zill O'll","Playstation",2010,"Role-Playing",140000,55,34,62,33,"13+"
"9195","Enclave","Xbox",2002,"Adventure",140000,66,28,84,13,"17+"
"9199","7 Days to Die","Playstation",2016,"Action",140000,45,16,59,140,"17+"
"9201","Dino Crisis 3","Xbox",2003,"Action",140000,51,28,41,22,"17+"
"9205","College Hoops 2K8","Playstation",2007,"Sports",140000,82,18,52,6,"Everyone"
"9209","Transformers: Devastation","Xbox",2015,"Action",140000,75,25,79,55,"13+"
"9214","Eragon","Xbox",2006,"Action",140000,48,32,57,24,"13+"
"9215","Dynasty Warriors 7: Empires","Playstation",2012,"Action",140000,63,20,80,22,"13+"
"9226","Dead Island Definitive Collection","Playstation",2016,"Action",140000,63,32,64,45,"17+"
"9230","Blazing Angels 2: Secret Missions of WWII","Xbox",2007,"Simulation",140000,72,24,78,12,"13+"
"9235","How to Train Your Dragon","Xbox",2010,"Action",140000,58,23,76,10,"10+"
"9243","Brothers: A Tale of Two Sons","Playstation",2015,"Adventure",140000,81,10,86,73,"13+"
"9262","Heroes over Europe","Xbox",2009,"Simulation",140000,62,39,81,9,"13+"
"9264","Create","Xbox",2010,"Action",140000,60,19,58,10,"Everyone"
"9266","UEFA Euro 2004: Portugal","Playstation",2004,"Sports",140000,76,21,64,18,"Everyone"
"9271","NBA Jam","Xbox",2003,"Sports",140000,68,17,91,7,"Everyone"
"9273","NBA Ballers: Chosen One","Playstation",2008,"Sports",140000,54,23,65,4,"Everyone"
"9275","NCIS","Xbox",2011,"Adventure",140000,35,11,47,7,"13+"
"9279","Apex","Xbox",2003,"Racing",140000,74,26,91,7,"Everyone"
"9281","Persona 4: Arena Ultimax","Playstation",2014,"Fighting",140000,84,38,81,85,"13+"
"9296","MotoGP '06","Xbox",2006,"Racing",140000,80,50,77,13,"Everyone"
"9302","Salt Lake 2002","Playstation",2002,"Sports",140000,49,11,35,6,"Everyone"
"9304","Gladius","Xbox",2003,"Strategy",140000,79,31,85,22,"13+"
"9305","Legends of Wrestling","Xbox",2002,"Fighting",140000,65,10,58,4,"13+"
"9332","King Arthur","Playstation",2004,"Action",130000,59,22,80,10,"13+"
"9335","The Guy Game","Playstation",2004,"Misc",130000,48,20,67,13,"17+"
"9337","Blade II","Xbox",2002,"Action",130000,53,20,40,4,"17+"
"9338","Rogue Warrior","Playstation",2009,"Shooter",130000,27,24,28,66,"17+"
"9354","Hulk Hogan's Main Event","Xbox",2011,"Fighting",130000,26,4,22,20,"13+"
"9361","Ys: The Ark of Napishtim","Playstation",2005,"Role-Playing",130000,72,35,88,14,"13+"
"9365","Divinity II: The Dragon Knight Saga","Xbox",2010,"Role-Playing",130000,72,13,78,50,"17+"
"9368","NHL 2K8","Xbox",2007,"Sports",130000,71,43,74,16,"10+"
"9376","Life is Strange","Xbox",2016,"Adventure",130000,85,4,87,123,"17+"
"9379","Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon","Playstation",2008,"Role-Playing",130000,79,23,87,26,"17+"
"9386","X-Blades","Playstation",2009,"Action",130000,50,31,59,15,"17+"
"9389","Chessmaster","Xbox",2004,"Misc",130000,79,12,90,6,"Everyone"
"9395","Superman: The Man of Steel","Xbox",2002,"Action",130000,44,19,60,11,"13+"
"9402","Fatal Inertia","Xbox",2007,"Racing",130000,61,30,42,19,"10+"
"9411","Kung-Fu: High Impact","Xbox",2011,"Action",130000,56,18,78,20,"13+"
"9415","Tomb Raider: Legend","Xbox",2006,"Action",130000,82,40,72,13,"13+"
"9423","RPG Maker II","Playstation",2002,"Role-Playing",130000,65,9,88,77,"Everyone"
"9425","Alone in the Dark: Inferno","Playstation",2008,"Adventure",130000,69,25,56,50,"17+"
"9427","Gravity Rush Remastered","Playstation",2015,"Action",130000,80,62,82,153,"13+"
"9428","Destruction Derby Arenas","Playstation",2004,"Racing",130000,57,27,78,14,"13+"
"9434","Rumble Roses XX","Xbox",2006,"Fighting",130000,62,54,66,28,"17+"
"9438","Shaman King: Power of Spirit","Playstation",2004,"Adventure",130000,54,9,82,17,"13+"
"9441","The BIGS 2","Playstation",2009,"Sports",130000,80,18,76,16,"10+"
"9448","NBA 08","Playstation",2007,"Sports",130000,63,37,60,4,"Everyone"
"9456","Mission: Impossible - Operation Surma","Xbox",2003,"Platform",130000,67,27,68,4,"13+"
"9457","Legendary","Playstation",2008,"Shooter",130000,50,31,71,31,"17+"
"9464","Mega Man Anniversary Collection","Xbox",2005,"Platform",130000,80,12,92,5,"Everyone"
"9472","Drakengard 2","Playstation",2005,"Role-Playing",130000,58,34,55,49,"17+"
"9480","Sonic Riders","Xbox",2006,"Racing",130000,56,33,81,7,"Everyone"
"9481","Shrek Super Party","Xbox",2002,"Misc",130000,33,9,80,11,"Everyone"
"9482","Venetica","Xbox",2010,"Role-Playing",130000,42,14,73,18,"13+"
"9486","Persona 4: Arena","Xbox",2012,"Fighting",130000,83,21,73,60,"13+"
"9488","Cabela's Alaskan Adventure","Xbox",2006,"Sports",130000,48,11,56,17,"13+"
"9490","Heroes of the Pacific","Xbox",2005,"Simulation",130000,76,33,82,5,"13+"
"9491","RollerCoaster Tycoon","Xbox",2003,"Strategy",130000,62,8,83,12,"Everyone"
"9492","NightCaster","Xbox",2002,"Action",130000,61,27,57,7,"13+"
"9499","Ape Escape 3","Playstation",2005,"Platform",130000,77,51,85,22,"10+"
"9500","Crouching Tiger, Hidden Dragon","Playstation",2003,"Action",130000,48,26,37,6,"13+"
"9501","Final Fantasy XIV: Heavensward","Playstation",2015,"Action",130000,86,20,76,225,"13+"
"9508","Whiplash","Playstation",2003,"Racing",130000,66,32,87,15,"13+"
"9522","Otogi: Myth of Demons","Xbox",2002,"Action",130000,80,40,85,28,"13+"
"9526","Alter Echo","Playstation",2003,"Shooter",130000,62,26,70,9,"13+"
"9537","Shin Megami Tensei: Digital Devil Saga","Playstation",2004,"Role-Playing",130000,78,42,82,48,"17+"
"9539","Rango: The Video Game","Xbox",2011,"Action",130000,68,25,80,9,"10+"
"9549","Cabela's Dangerous Hunts 2009","Playstation",2008,"Sports",130000,39,6,18,10,"13+"
"9551","Teenage Mutant Ninja Turtles 2: Battle Nexus","Xbox",2004,"Action",130000,48,20,56,8,"13+"
"9554","Eat Lead: The Return of Matt Hazard","Playstation",2009,"Shooter",130000,51,38,65,21,"13+"
"9561","Steel Battalion: Heavy Armor","Xbox",2012,"Misc",130000,38,58,24,92,"17+"
"9562","Green Lantern: Rise of the Manhunters","Xbox",2011,"Action",130000,59,17,72,23,"13+"
"9566","All-Star Baseball 2004","Xbox",2003,"Sports",130000,74,20,84,7,"Everyone"
"9571","Onechanbara: Bikini Samurai Squad","Xbox",2006,"Action",130000,39,39,64,55,"17+"
"9574","Warriors Orochi 2","Playstation",2008,"Action",130000,52,9,85,13,"13+"
"9579","Spartan: Total Warrior","Xbox",2005,"Action",130000,73,36,88,12,"17+"
"9586","Advent Rising","Xbox",2005,"Action",130000,68,50,75,68,"13+"
"9610","Dynasty Warriors 5 Empires","Xbox",2006,"Action",130000,61,40,82,19,"13+"
"9617","Burnout","Xbox",2002,"Racing",130000,75,13,66,12,"Everyone"
"9618","Baroque","Playstation",2007,"Role-Playing",130000,60,6,88,44,"13+"
"9620","Jurassic: The Hunted","Xbox",2009,"Shooter",130000,60,4,72,21,"13+"
"9624","Hour of Victory","Xbox",2007,"Shooter",130000,37,33,30,40,"13+"
"9628","Crash Tag Team Racing","Xbox",2005,"Racing",130000,69,17,78,11,"10+"
"9636","Quantum Redshift","Xbox",2002,"Racing",130000,70,21,81,15,"13+"
"9638","Smash Court Tennis Pro Tournament 2","Playstation",2004,"Sports",130000,74,41,91,12,"Everyone"
"9642","Armed and Dangerous","Xbox",2003,"Shooter",130000,79,41,72,15,"13+"
"9662","NeverDead","Playstation",2012,"Shooter",120000,50,32,47,47,"17+"
"9670","DiRT Rally","Xbox",2016,"Racing",120000,86,17,80,60,"Everyone"
"9671","NHL 2K7","Playstation",2006,"Sports",120000,79,24,66,5,"10+"
"9673","Worms 3D","Playstation",2003,"Strategy",120000,70,31,78,22,"13+"
"9685","Pryzm Chapter One: The Dark Unicorn","Playstation",2002,"Adventure",120000,59,8,52,6,"13+"
"9688","Eat Lead: The Return of Matt Hazard","Xbox",2009,"Shooter",120000,53,53,70,27,"13+"
"9701","Disney's PK: Out of the Shadows","Playstation",2002,"Platform",120000,49,14,50,4,"Everyone"
"9717","Puzzle Quest: Challenge of the Warlords","Playstation",2007,"Puzzle",120000,78,11,70,6,"10+"
"9722","Makai Kingdom: Chronicles of the Sacred Tome","Playstation",2005,"Role-Playing",120000,77,41,73,12,"13+"
"9723","Lemony Snicket's A Series of Unfortunate Events","Xbox",2004,"Platform",120000,70,17,72,5,"Everyone"
"9729","Ice Age: Dawn of the Dinosaurs","Xbox",2009,"Action",120000,68,28,75,6,"10+"
"9743","Red Faction II","Xbox",2003,"Shooter",120000,74,20,58,11,"17+"
"9747","Voodoo Vince","Xbox",2003,"Platform",120000,73,38,84,22,"13+"
"9750","Everybody Dance","Playstation",2011,"Misc",120000,66,5,68,8,"13+"
"9752","Blackwater","Xbox",2011,"Shooter",120000,37,12,45,14,"13+"
"9757","Chase: Hollywood Stunt Driver","Xbox",2002,"Racing",120000,60,14,74,5,"13+"
"9760","The X Files: Resist or Serve","Playstation",2004,"Adventure",120000,67,31,84,8,"17+"
"9766","Curious George","Playstation",2006,"Action",120000,53,13,77,6,"Everyone"
"9767","Killer is Dead","Xbox",2013,"Action",120000,64,38,72,144,"17+"
"9768","Don Bradman Cricket 14","Playstation",2015,"Sports",120000,76,4,74,19,"Everyone"
"9769","Megamind: Ultimate Showdown","Xbox",2010,"Action",120000,33,7,43,6,"10+"
"9770","Zathura","Playstation",2005,"Adventure",120000,43,16,20,5,"10+"
"9775","NCIS","Playstation",2011,"Adventure",120000,50,4,40,4,"13+"
"9783","Supremacy MMA","Playstation",2011,"Fighting",120000,47,17,65,4,"17+"
"9787","Breakdown","Xbox",2004,"Adventure",120000,71,62,82,17,"17+"
"9791","Venetica","Playstation",2010,"Role-Playing",120000,47,14,65,6,"13+"
"9826","NPPL: Championship Paintball 2009","Xbox",2008,"Shooter",120000,44,9,73,9,"10+"
"9833","College Hoops 2K6","Xbox",2006,"Sports",120000,70,17,73,11,"Everyone"
"9854","Tony Hawk's Pro Skater 5","Xbox",2015,"Sports",120000,39,18,21,132,"13+"
"9855","Gladiator: Sword of Vengeance","Playstation",2003,"Action",120000,65,19,58,8,"17+"
"9860","Pinball Hall of Fame: The Williams Collection","Xbox",2009,"Misc",120000,83,18,83,16,"10+"
"9865","Overlord: Raising Hell","Playstation",2008,"Action",120000,72,35,77,27,"13+"
"9867","Power Gig: Rise of the SixString","Xbox",2010,"Misc",120000,36,20,21,17,"13+"
"9873","NFL Head Coach","Xbox",2006,"Sports",120000,69,26,71,9,"Everyone"
"9882","Onimusha: Blade Warriors","Playstation",2003,"Fighting",120000,65,33,69,7,"13+"
"9888","Psychonauts","Xbox",2005,"Platform",120000,88,54,90,71,"13+"
"9893","Airborne Troops: Countdown to D-Day","Playstation",2005,"Shooter",120000,39,4,81,9,"13+"
"9899","nail'd","Playstation",2010,"Racing",120000,66,36,62,13,"10+"
"9912","Raiden IV","Xbox",2008,"Shooter",120000,63,4,78,10,"10+"
"9919","Phantasy Star Universe","Xbox",2006,"Role-Playing",120000,64,34,74,42,"13+"
"9924","Samurai Warriors 4-II","Playstation",2015,"Action",120000,73,26,73,24,"13+"
"9926","Castlevania: Curse of Darkness","Xbox",2005,"Action",120000,74,26,70,13,"17+"
"9929","Lost Planet 3","Xbox",2013,"Shooter",120000,58,43,58,142,"13+"
"9939","Nightshade","Playstation",2003,"Action",120000,68,39,77,20,"17+"
"9941","CSI: Crime Scene Investigation","Xbox",2004,"Adventure",120000,45,14,73,4,"17+"
"9945","Buffy the Vampire Slayer: Chaos Bleeds","Xbox",2003,"Action",120000,73,26,84,14,"13+"
"9970","Armored Core: Verdict Day","Playstation",2013,"Simulation",120000,66,18,74,28,"13+"
"9985","NHL 2K3","Xbox",2002,"Sports",120000,89,17,71,14,"Everyone"
"9987","F1 2002","Playstation",2002,"Racing",120000,81,11,64,10,"Everyone"
"9992","Self-Defense Training Camp","Xbox",2011,"Sports",120000,21,5,50,25,"13+"
"9993","Sphinx and the Cursed Mummy","Xbox",2003,"Action",120000,79,21,91,11,"13+"
"9999","Deception IV: Blood Ties","Playstation",2014,"Action",110000,70,19,82,27,"17+"
"10003","Cabela's Deer Hunt 2005 Season","Xbox",2004,"Sports",110000,59,5,75,6,"13+"
"10008","Dead Man's Hand","Xbox",2004,"Shooter",110000,62,31,81,9,"13+"
"10009","Smash Cars","Playstation",2003,"Racing",110000,67,15,90,5,"Everyone"
"10010","NASCAR 07","Playstation",2006,"Racing",110000,68,26,89,16,"Everyone"
"10017","Rugby 15","Playstation",2015,"Sports",110000,19,5,34,65,"Everyone"
"10020","Dokapon Kingdom","Playstation",2007,"Role-Playing",110000,61,8,65,8,"10+"
"10036","Shining Force NEO","Playstation",2005,"Role-Playing",110000,69,12,81,20,"13+"
"10042","Fantastic Four: Rise of the Silver Surfer","Xbox",2007,"Action",110000,45,30,54,16,"13+"
"10043","Monster Madness: Battle for Suburbia","Xbox",2007,"Shooter",110000,55,29,52,18,"13+"
"10051","NFL Head Coach 09","Xbox",2008,"Sports",110000,67,14,84,28,"Everyone"
"10053","Blood Drive","Xbox",2010,"Racing",110000,40,21,65,10,"17+"
"10056","Phantom Dust","Xbox",2004,"Action",110000,81,37,85,35,"13+"
"10061","Growlanser Generations","Playstation",2003,"Role-Playing",110000,81,19,77,19,"13+"
"10069","Cold Winter","Playstation",2005,"Shooter",110000,73,41,82,23,"17+"
"10072","Stubbs the Zombie in Rebel Without a Pulse","Xbox",2005,"Action",110000,75,55,81,16,"17+"
"10073","Batman: Dark Tomorrow","Xbox",2003,"Action",110000,25,13,36,18,"13+"
"10085","Warhammer: Battle March","Xbox",2008,"Strategy",110000,55,30,67,20,"17+"
"10086","Batman: Rise of Sin Tzu","Xbox",2003,"Action",110000,67,17,77,6,"13+"
"10087","The King of Fighters XII","Xbox",2009,"Fighting",110000,63,57,42,33,"13+"
"10093","Spy vs Spy","Xbox",2005,"Action",110000,53,34,80,8,"13+"
"10094","Coraline","Playstation",2009,"Action",110000,39,5,20,6,"10+"
"10096","Cold Fear","Playstation",2005,"Action",110000,68,39,77,27,"17+"
"10101","NHL Hitz 20-03","Xbox",2002,"Sports",110000,81,19,85,13,"Everyone"
"10102","Murakumo: Renegade Mech Pursuit","Xbox",2002,"Shooter",110000,48,18,75,4,"13+"
"10104","Gun Metal","Xbox",2002,"Shooter",110000,63,17,76,8,"13+"
"10113","InuYasha: A Feudal Fairy Tale","Playstation",2002,"Fighting",110000,69,5,90,74,"13+"
"10114","Where the Wild Things Are","Xbox",2009,"Platform",110000,51,10,54,5,"10+"
"10127","MLB Power Pros","Playstation",2007,"Sports",110000,80,10,88,11,"Everyone"
"10133","AirForce Delta Strike","Playstation",2004,"Simulation",110000,66,22,70,6,"13+"
"10140","Open Season","Xbox",2006,"Platform",110000,59,15,73,9,"10+"
"10151","Space Chimps","Xbox",2008,"Platform",110000,57,7,53,12,"10+"
"10153","JASF: Jane's Advanced Strike Fighters","Playstation",2011,"Simulation",110000,41,7,31,7,"13+"
"10157","Digimon Story: Cyber Sleuth","Playstation",2016,"Role-Playing",110000,75,45,85,289,"13+"
"10163","Ridge Racer Unbounded","Xbox",2012,"Racing",110000,71,59,77,56,"13+"
"10166","ESPN NHL Hockey","Xbox",2003,"Sports",110000,88,25,84,24,"Everyone"
"10169","John Daly's ProStroke Golf","Playstation",2010,"Sports",110000,58,23,41,8,"Everyone"
"10173","Truth or Lies","Xbox",2010,"Misc",110000,28,6,52,6,"13+"
"10174","Worms Forts: Under Siege","Playstation",2004,"Strategy",110000,63,21,80,15,"13+"
"10177","Project: Snowblind","Xbox",2005,"Action",110000,79,44,70,10,"13+"
"10178","Astro Boy: The Video Game","Playstation",2009,"Action",110000,56,4,50,4,"10+"
"10183","Disney's Extreme Skate Adventure","Xbox",2003,"Sports",110000,76,15,83,7,"Everyone"
"10191","Karaoke Revolution Presents American Idol Encore","Xbox",2008,"Misc",110000,70,7,70,6,"Everyone"
"10193","Naval Ops: Warship Gunner","Playstation",2003,"Simulation",110000,67,17,89,23,"13+"
"10199","The King of Fighters 2000/2001","Playstation",2003,"Fighting",110000,71,31,86,17,"13+"
"10215","Bodycount","Playstation",2011,"Shooter",110000,50,40,35,28,"17+"
"10217","Ninja Assault","Playstation",2002,"Shooter",110000,60,17,53,4,"13+"
"10230","Alias","Playstation",2004,"Action",110000,64,31,80,10,"13+"
